Journey,Screen / Page,Route,UI Element Type,Translation Key,Current Arabic,Current English,File Path,Line Number,Character or Space Constraint,Variables / Interpolation,Notes
"12. Account, notifications & settings",Settings,/settings,Helper text,settings.intApiKeysDesc,يمنح كل مفتاح وصولاً برمجياً إلى بيانات شركتك. تُعرض المفاتيح مرة واحدة عند الإنشاء — احفظها في مكان آمن.,Each key grants programmatic access to your company's data. Keys are shown once on creation — store them somewhere safe.,client/src/lib/i18n.tsx,153,,,
"12. Account, notifications & settings",Settings,/settings,Heading / title,settings.intApiKeysTitle,مفاتيح API,API keys,client/src/lib/i18n.tsx,152,One line preferred,,
"12. Account, notifications & settings",Settings,/settings,Helper text,settings.intAutoLaunchDesc,— أنشئ طلب العروض تلقائياً عندما يجهز الوكيل، بدلاً من انتظار طلب الإطلاق الصريح.,"— automatically create the RFP when the agent says it's ready, instead of waiting for an explicit launch call.",client/src/lib/i18n.tsx,209,,,
"12. Account, notifications & settings",Settings,/settings,Text,settings.intAutoLaunchStrong,إطلاق تلقائي,Auto-launch,client/src/lib/i18n.tsx,208,,,
"12. Account, notifications & settings",Settings,/settings,Button / CTA,settings.intCancelBtn,إلغاء,Cancel,client/src/lib/i18n.tsx,193,Button width — aim ≤ 25 chars,,
"12. Account, notifications & settings",Settings,/settings,Form label,settings.intChannelLabel,القناة,Channel,client/src/lib/i18n.tsx,198,,,
"12. Account, notifications & settings",Settings,/settings,Success message,settings.intColCreated,تاريخ الإنشاء,Created,client/src/lib/i18n.tsx,159,,,
"12. Account, notifications & settings",Settings,/settings,Text,settings.intColLastUsed,آخر استخدام,Last used,client/src/lib/i18n.tsx,160,,,
"12. Account, notifications & settings",Settings,/settings,Text,settings.intColName,الاسم,Name,client/src/lib/i18n.tsx,156,,,
"12. Account, notifications & settings",Settings,/settings,Text,settings.intColPrefix,البادئة,Prefix,client/src/lib/i18n.tsx,157,,,
"12. Account, notifications & settings",Settings,/settings,Text,settings.intColScopes,الصلاحيات,Scopes,client/src/lib/i18n.tsx,158,,,
"12. Account, notifications & settings",Settings,/settings,Text,settings.intCreateApiKey,إنشاء مفتاح API,Create API key,client/src/lib/i18n.tsx,154,,,
"12. Account, notifications & settings",Settings,/settings,Button / CTA,settings.intCreateBtn,إنشاء,Create,client/src/lib/i18n.tsx,210,Button width — aim ≤ 25 chars,,
"12. Account, notifications & settings",Settings,/settings,Success message,settings.intCreatedOn,تم الإنشاء في {date},Created {date},client/src/lib/i18n.tsx,170,,{date},
"12. Account, notifications & settings",Settings,/settings,Success message,settings.intCreatedToast,تم إنشاء التكامل,Integration created,client/src/lib/i18n.tsx,179,,,
"12. Account, notifications & settings",Settings,/settings,Helper text,settings.intCreateIntDesc,كل تكامل هو أنبوب واحد من أداة خارجية إلى مساعدك.,Each integration is one pipe from an external tool to your Copilot.,client/src/lib/i18n.tsx,197,,,
"12. Account, notifications & settings",Settings,/settings,Text,settings.intCreateIntegration,إنشاء تكامل,Create integration,client/src/lib/i18n.tsx,168,,,
"12. Account, notifications & settings",Settings,/settings,Error message,settings.intCreateIntFailed,تعذّر إنشاء التكامل,Failed to create integration,client/src/lib/i18n.tsx,180,,,
"12. Account, notifications & settings",Settings,/settings,Heading / title,settings.intCreateIntTitle,إنشاء تكامل,Create integration,client/src/lib/i18n.tsx,196,One line preferred,,
"12. Account, notifications & settings",Settings,/settings,Button / CTA,settings.intCreateKeyBtn,إنشاء المفتاح,Create key,client/src/lib/i18n.tsx,195,Button width — aim ≤ 25 chars,,
"12. Account, notifications & settings",Settings,/settings,Helper text,settings.intCreateKeyDesc,سمِّ المفتاح باسم الأداة التي ستستخدمه. ستتمكن من رؤية المفتاح الأصلي مرة واحدة فقط.,Name the key after the tool that will use it. You'll see the raw key only once.,client/src/lib/i18n.tsx,187,,,
"12. Account, notifications & settings",Settings,/settings,Error message,settings.intCreateKeyFailed,تعذّر إنشاء المفتاح,Failed to create key,client/src/lib/i18n.tsx,164,,,
"12. Account, notifications & settings",Settings,/settings,Heading / title,settings.intCreateKeyTitle,إنشاء مفتاح API,Create API key,client/src/lib/i18n.tsx,186,One line preferred,,
"12. Account, notifications & settings",Settings,/settings,Button / CTA,settings.intCreatingBtn,جارٍ الإنشاء…,Creating…,client/src/lib/i18n.tsx,194,Button width — aim ≤ 25 chars,,
"12. Account, notifications & settings",Settings,/settings,Form label,settings.intDefaultLangLabel,اللغة الافتراضية,Default language,client/src/lib/i18n.tsx,205,,,
"12. Account, notifications & settings",Settings,/settings,Confirmation dialog,settings.intDeleteConfirm,"هل تريد حذف التكامل \""{name}\""؟","Delete integration \""{name}\""?",client/src/lib/i18n.tsx,173,,{name},
"12. Account, notifications & settings",Settings,/settings,Notification,settings.intDeletedToast,تم حذف التكامل,Integration deleted,client/src/lib/i18n.tsx,181,Toast — ~2 lines max,,
"12. Account, notifications & settings",Settings,/settings,Button / CTA,settings.intDisableBtn,تعطيل,Disable,client/src/lib/i18n.tsx,171,Button width — aim ≤ 25 chars,,
"12. Account, notifications & settings",Settings,/settings,Text,settings.intDisabledBadge,معطّل,Disabled,client/src/lib/i18n.tsx,169,,,
"12. Account, notifications & settings",Settings,/settings,Button / CTA,settings.intEnableBtn,تفعيل,Enable,client/src/lib/i18n.tsx,172,Button width — aim ≤ 25 chars,,
"12. Account, notifications & settings",Settings,/settings,Text,settings.intHideActivity,إخفاء,Hide,client/src/lib/i18n.tsx,182,,,
"12. Account, notifications & settings",Settings,/settings,Form label,settings.intIntNameLabel,الاسم,Name,client/src/lib/i18n.tsx,201,,,
"12. Account, notifications & settings",Settings,/settings,Placeholder,settings.intIntNamePlaceholder,مثال: روبوت المشتريات لشركة ACME,e.g. ACME procurement bot,client/src/lib/i18n.tsx,202,Must fit input width (1 line),,Latin words inside Arabic string
"12. Account, notifications & settings",Settings,/settings,Helper text,settings.intKeyCreatedDesc,هذه المرة الوحيدة التي ستتمكن فيها من رؤية المفتاح الأصلي. انسخه الآن في مكان آمن.,This is the only time you'll see the raw key. Copy it somewhere safe now.,client/src/lib/i18n.tsx,212,,,
"12. Account, notifications & settings",Settings,/settings,Heading / title,settings.intKeyCreatedTitle,تم إنشاء مفتاح API,API key created,client/src/lib/i18n.tsx,211,One line preferred,,
"12. Account, notifications & settings",Settings,/settings,Form label,settings.intKeyNameLabel,الاسم,Name,client/src/lib/i18n.tsx,188,,,
"12. Account, notifications & settings",Settings,/settings,Placeholder,settings.intKeyNamePlaceholder,مثال: سير عمل المشتريات على n8n,e.g. n8n procurement flow,client/src/lib/i18n.tsx,189,Must fit input width (1 line),,
"12. Account, notifications & settings",Settings,/settings,Text,settings.intKeyWarning,نحن نخزن فقط تجزئة هذا المفتاح. إذا فقدته، ستحتاج إلى إلغائه وإنشاء مفتاح جديد.,"We only store a hash of this key. If you lose it, you'll need to revoke it and create a new one.",client/src/lib/i18n.tsx,214,,,
"12. Account, notifications & settings",Settings,/settings,Text,settings.intLangArabic,العربية,Arabic,client/src/lib/i18n.tsx,207,,,
"12. Account, notifications & settings",Settings,/settings,Text,settings.intLangEnglish,الإنجليزية,English,client/src/lib/i18n.tsx,206,,,
"12. Account, notifications & settings",Settings,/settings,Text,settings.intLoading,جارٍ التحميل…,Loading…,client/src/lib/i18n.tsx,155,,,
"12. Account, notifications & settings",Settings,/settings,Text,settings.intMcpOption,MCP (Claude Desktop / Cursor / عملاء الذكاء الاصطناعي),MCP (Claude Desktop / Cursor / AI clients),client/src/lib/i18n.tsx,200,,,Latin words inside Arabic string
"12. Account, notifications & settings",Settings,/settings,Form label,settings.intNavLabel,التكاملات وواجهة API,Integrations & API,client/src/lib/i18n.tsx,148,,,
"12. Account, notifications & settings",Settings,/settings,Text,settings.intNoActivity,لا يوجد نشاط بعد.,No activity yet.,client/src/lib/i18n.tsx,185,,,
"12. Account, notifications & settings",Settings,/settings,Text,settings.intNoApiKeys,لا توجد مفاتيح API بعد. أنشئ مفتاحاً لبدء بناء تكامل.,No API keys yet. Create one to start building an integration.,client/src/lib/i18n.tsx,162,,,
"12. Account, notifications & settings",Settings,/settings,Text,settings.intNoIntegrations,لا توجد تكاملات بعد.,No integrations yet.,client/src/lib/i18n.tsx,178,,,
"12. Account, notifications & settings",Settings,/settings,Helper text,settings.intPageDesc,أعطِ الأدوات الخارجية (n8n، Make.com، Claude Desktop، روبوتات المحادثة المخصصة) إمكانية الوصول إلى مساعد Bid نيابةً عن شركتك.,"Give external tools (n8n, Make.com, Claude Desktop, custom chatbots) access to the Bid Copilot on behalf of your company.",client/src/lib/i18n.tsx,150,,,Latin words inside Arabic string
"12. Account, notifications & settings",Settings,/settings,Heading / title,settings.intPageTitle,التكاملات ومفاتيح API,Integrations & API keys,client/src/lib/i18n.tsx,149,One line preferred,,
"12. Account, notifications & settings",Settings,/settings,Form label,settings.intPersonaLabel,شخصية الوكيل / تعديل الأسلوب (اختياري),Agent persona / tone override (optional),client/src/lib/i18n.tsx,203,,,
"12. Account, notifications & settings",Settings,/settings,Placeholder,settings.intPersonaPlaceholder,مثال: تحدث بشكل رسمي، دائماً بالعربية,"e.g. Speak formally, always in Arabic",client/src/lib/i18n.tsx,204,Must fit input width (1 line),,
"12. Account, notifications & settings",Settings,/settings,Form label,settings.intRawKeyLabel,المفتاح الأصلي,Raw key,client/src/lib/i18n.tsx,213,,,
"12. Account, notifications & settings",Settings,/settings,Text,settings.intRecentActivity,النشاط الأخير,recent activity,client/src/lib/i18n.tsx,184,,,
"12. Account, notifications & settings",Settings,/settings,Confirmation dialog,settings.intRevokeConfirm,"هل تريد إلغاء المفتاح \""{name}\""؟ لا يمكن التراجع عن هذا الإجراء.","Revoke key \""{name}\""? This cannot be undone.",client/src/lib/i18n.tsx,161,,{name},
"12. Account, notifications & settings",Settings,/settings,Button / CTA,settings.intSavedItBtn,لقد حفظته,I've saved it,client/src/lib/i18n.tsx,215,Button width — aim ≤ 25 chars,,
"12. Account, notifications & settings",Settings,/settings,Text,settings.intScopeCopilotChat,المحادثة مع الوكيل,Chat with the agent,client/src/lib/i18n.tsx,191,,,
"12. Account, notifications & settings",Settings,/settings,Form label,settings.intScopesLabel,الصلاحيات,Scopes,client/src/lib/i18n.tsx,190,,,
"12. Account, notifications & settings",Settings,/settings,Text,settings.intScopeTenderCreate,إنشاء طلبات العروض,Create RFPs,client/src/lib/i18n.tsx,192,,,
"12. Account, notifications & settings",Settings,/settings,Helper text,settings.intSectionDesc,صف واحد لكل قناة. شارك رابط نقطة النهاية مع عميل n8n/Make/MCP الخاص بك مع مفتاح API.,One row per channel. Share the endpoint URL with your n8n/Make/MCP client along with an API key.,client/src/lib/i18n.tsx,167,,,Latin words inside Arabic string
"12. Account, notifications & settings",Settings,/settings,Heading / title,settings.intSectionTitle,التكاملات,Integrations,client/src/lib/i18n.tsx,166,One line preferred,,
"12. Account, notifications & settings",Settings,/settings,Text,settings.intShowActivity,عرض,Show,client/src/lib/i18n.tsx,183,,,
